country,Tree_Cover_Loss_Mha
Suriname,0.22611327305315826
Slovakia,0.2341538051487878
Slovenia,0.054038350146550784
Sweden,5.497599335756534
Eswatini,0.10644059599859912
Sint Maarten (Dutch part),3.2080615406353086e-05
Seychelles,5.921792239871962e-06
Syrian Arab Republic,0.02703164615738768
Turks and Caicos Islands,0.0006225763099398372
Chad,0.060463559269819146
Togo,0.07233133858033483
Thailand,2.408366034806886
Tajikistan,0.00033933149821443364
Turkmenistan,0.00047057115246940324
Timor-Leste,0.0312642423514268
Trinidad and Tobago,0.02349483527450695
Tunisia,0.033020561342054805
Turkey,0.6779970413262234
"Taiwan, Province of China",0.04295222184277668
"Tanzania, United Republic of",3.021018836074703
Uganda,1.03093474067758
Ukraine,1.1970081373099373
United States Minor Outlying Islands,0.00010386826238174063
Uruguay,0.40641484057896216
United States,46.48405850431075
Uzbekistan,0.0011813186222389108
Saint Vincent and the Grenadines,0.00047376059489010575
"Venezuela, Bolivarian Republic of",2.34562387654839
"Virgin Islands, British",0.0003053673587959387
"Virgin Islands, U.S.",0.0018761479175749916
Viet Nam,3.4232723101736733
Vanuatu,0.016450529321271033
South Africa,1.5710222173359485
Zambia,2.250195546295097
Zimbabwe,0.232328721382665
